autoqa_review_id,autoqa_rating_id,payment_id,team_id,payment_token_id,external_ticket_id,rating_category_id,rating_category_name,rating_scale_score,score,reviewee_internal_id
747ea3b5-6694-481e-85b7-1bf5d2f93b7d,a9e3ebaf-d1fc-4909-9ccf-aed9847281f7,10007,10040,10195,149309300368476,71726,Raido readability,0,0,22304
8b8f0592-d12f-4028-98dd-2df043b579f9,e841f584-850b-4858-bfac-9eb9c9f63c97,10007,11823,10195,149309300326942,69856,Spelling & Grammar,4,100,22304
b1a659dc-4e2e-4aae-97f5-ef7c3107add4,357d5abb-7327-48e9-a0cb-251597c6704b,10007,11823,10195,149309300380634,49162,AutoGreeting,1,100,25585
b1a659dc-4e2e-4aae-97f5-ef7c3107add4,951229ce-e361-48fb-a21f-e8b267248b0a,10007,11823,10195,149309300380634,49163,AutoEmpathy,,,25585
8957fcc8-1889-4872-91b9-b7738edb34d6,8d417b51-988c-4309-91bf-2b0fbb377ce8,10007,10040,10195,149309300352438,71726,Raido readability,1,50,22304
08465ef8-f3e3-4db9-8b2b-b3209db6c47e,b433c1cf-ccf3-403c-a02e-db7fbdfa9bdd,10007,10040,10195,149309300359157,71556,AutoReadability,1,50,25585
5bd9a1a3-b6c8-458a-9a94-3e386baa0d39,fd683b89-da2e-4ac9-8a23-00f0e4f4629c,10007,11823,10195,149309300372445,69856,Spelling & Grammar,4,100,10155
5476d12a-d050-469e-b59b-7cd6a4b3b02c,227ebc1b-0a9c-4bcc-825a-fa9fba9d55e6,10007,11823,10195,149309300372445,49163,AutoEmpathy,1,100,25585
e196f395-5c3f-49ee-b397-0387b43a62b3,a406da7b-629e-4dcf-ad8e-1d45019ab8d7,10007,10040,1001883,149309300352438,71556,AutoReadability,1,50,10155
9d3d4ea2-e7fc-4255-8bab-d66525ca0db3,0808ed2b-b315-4d10-9a70-cc9ac95225ab,10007,11823,10195,149309300380634,49163,AutoEmpathy,,,10155
7fc51986-9960-47d7-b407-ff2f9f2e05e3,4b5c42dd-c902-4d3e-969f-be5f1e6168c4,10007,11823,10195,149309300348759,69856,Spelling & Grammar,4,100,25585
50e4a8ae-d8ca-4435-bfd3-97c00b1eb749,927b1fe8-a64c-4cd6-b5b5-b43eaa65df32,10007,11823,10195,149309300352438,49162,AutoGreeting,1,100,10155
6934746a-9607-42d8-bf11-70a5267b40ed,0cc89b4e-8700-4921-b72b-adb8de527b9a,10007,11823,10195,149309300368476,49162,AutoGreeting,1,100,25585
b1306f9c-5972-4131-8439-d6b74e24c0e6,887b25c5-3535-417f-bc57-ea20f7a9ed5e,10007,10040,10195,149309300380634,71556,AutoReadability,2,100,25585
7fc51986-9960-47d7-b407-ff2f9f2e05e3,c6c70178-5274-48b8-ae84-839f11f0ba1b,10007,11823,10195,149309300348759,49163,AutoEmpathy,1,100,25585
5476d12a-d050-469e-b59b-7cd6a4b3b02c,ee18e63a-b377-48ae-b69d-5ca597b879af,10007,11823,10195,149309300372445,69856,Spelling & Grammar,4,100,25585
53a06ada-6365-4e31-a5c2-b3285ae691f3,b2f79192-c4cf-4897-8ebd-e684221621c0,10007,11823,10195,149309300372445,49163,AutoEmpathy,,,36530
aa8309b8-914d-47cd-a396-112d338490e4,8085d014-710d-4584-bb1a-60aec1a7dbf5,10007,10040,10195,149309300352438,71726,Raido readability,1,50,25585
5af4d755-1429-4d30-8d6d-166866570f61,7f4c64cd-a8c2-41c3-8a9a-f0a1f605883e,10007,11823,10195,149309300368476,49163,AutoEmpathy,,,22304
47a6ddab-5efd-49f4-8523-4cf2b1db99a2,ab2b8238-fd5f-49bd-a456-4b478164784b,10007,11823,10195,149309300366597,49163,AutoEmpathy,,,22304
5bd9a1a3-b6c8-458a-9a94-3e386baa0d39,10273f32-f01f-4245-95a3-5a2f62200e2f,10007,11823,10195,149309300372445,49163,AutoEmpathy,,,10155
4930fa99-6377-4165-8b25-958bd0a070e0,a5af92ae-7f94-426a-91d7-e52635da4c78,10007,11823,10195,149309300368476,49163,AutoEmpathy,,,36530
5af4d755-1429-4d30-8d6d-166866570f61,a4d7dcf0-54a4-4661-968c-1729d0af95c1,10007,11823,10195,149309300368476,69856,Spelling & Grammar,4,100,22304
c1bc0471-5d07-4c93-b512-bb8a4638ddd0,2d069afc-e382-466f-9f55-719f5ce1ecbe,10007,11823,10195,149309300352438,69856,Spelling & Grammar,4,100,25585
47a6ddab-5efd-49f4-8523-4cf2b1db99a2,25b68aec-fcde-4578-aeda-4aa8e96562b5,10007,11823,10195,149309300366597,49162,AutoGreeting,,,22304
8b8f0592-d12f-4028-98dd-2df043b579f9,0a59563b-8bf1-409e-bb00-b472b36add6c,10007,11823,10195,149309300326942,49163,AutoEmpathy,,,22304
c1bc0471-5d07-4c93-b512-bb8a4638ddd0,449508d3-1f84-4743-96f0-16b9ff896cf1,10007,11823,10195,149309300352438,49163,AutoEmpathy,,,25585
311c82e4-0c28-4e3a-ac87-fd2407037635,f70b691d-3858-4363-be8d-6811e5eb9947,10007,10040,10195,149309300368476,71726,Raido readability,1,50,25585
5476d12a-d050-469e-b59b-7cd6a4b3b02c,50cb4547-f0f2-4bc7-b49b-9266ec489fe5,10007,11823,10195,149309300372445,49162,AutoGreeting,1,100,25585
47a6ddab-5efd-49f4-8523-4cf2b1db99a2,e3e6d49f-18da-49de-a214-864130436395,10007,11823,10195,149309300366597,69856,Spelling & Grammar,4,100,22304
49b7d4f1-ca56-49a8-a9e5-31b3a3bd5b9f,59abac79-fd3f-4708-89fd-b09c60fcd22f,10007,11823,10195,149309300352438,49162,AutoGreeting,1,100,22304
0487565e-fd44-4bd1-ba14-11bdfec90319,6351a148-d49f-4d19-99bc-34fa536df877,10007,10040,1001883,149309300352438,71726,Raido readability,1,50,25585
c9b18e2d-0df9-463a-a4f0-0a5291f77aa8,3be87d01-791b-475d-95ff-6e6afdb8c5b3,10007,10040,1001883,149309300380634,71556,AutoReadability,2,100,22304
311c82e4-0c28-4e3a-ac87-fd2407037635,743df28b-0395-444b-bf6b-7c35ee3088cc,10007,10040,10195,149309300368476,71556,AutoReadability,1,50,25585
f536a28b-9e83-4791-bcc0-57dc4f122043,985e0354-5ada-4cff-85b2-120debd354b5,10007,10040,1001870,205030800000772,71726,Raido readability,2,100,34083
c99012cb-e9e8-4ad3-b9ec-63fbfe4d9375,fd8fce27-e76f-4e76-bf3f-e477ffb24420,10007,10040,10195,149309300368476,71556,AutoReadability,2,100,36530
9d3d4ea2-e7fc-4255-8bab-d66525ca0db3,3981d7a6-e954-419c-a5d9-f08fe14cd5f8,10007,11823,10195,149309300380634,49162,AutoGreeting,,,10155
c99012cb-e9e8-4ad3-b9ec-63fbfe4d9375,295795a9-82d9-4a0f-aff3-f992a35445a8,10007,10040,10195,149309300368476,71726,Raido readability,2,100,36530
5bd9a1a3-b6c8-458a-9a94-3e386baa0d39,ca770d6a-d6cc-446d-a749-b0e872ce7f2c,10007,11823,10195,149309300372445,49162,AutoGreeting,1,100,10155
d6f56810-3d4c-401b-921a-566f653bd66e,78b77ad9-fd48-471a-8464-9db80f34a376,10007,11823,10195,149309300368476,49162,AutoGreeting,1,100,10155
c9b18e2d-0df9-463a-a4f0-0a5291f77aa8,2a3ce1a4-a881-4807-9557-a39ec959bcbb,10007,10040,1001883,149309300380634,71726,Raido readability,2,100,22304
6934746a-9607-42d8-bf11-70a5267b40ed,d4809786-bbcf-416e-88ba-cd7b2b1ea340,10007,11823,10195,149309300368476,69856,Spelling & Grammar,4,100,25585
b1306f9c-5972-4131-8439-d6b74e24c0e6,ff137b29-39d4-4a50-ac9c-8ffdfcaf2eef,10007,10040,10195,149309300380634,71726,Raido readability,2,100,25585
b1a659dc-4e2e-4aae-97f5-ef7c3107add4,68a7a8d3-3e6d-4ccd-952c-ec09c2268ca3,10007,11823,10195,149309300380634,69856,Spelling & Grammar,4,100,25585
aa8309b8-914d-47cd-a396-112d338490e4,e7abdfb4-0e98-4761-8fe5-89c8247a598a,10007,10040,10195,149309300352438,71556,AutoReadability,1,50,25585
8b8f0592-d12f-4028-98dd-2df043b579f9,5bbe1e27-a0f6-4e0c-ae87-b7af439987c0,10007,11823,10195,149309300326942,49162,AutoGreeting,,,22304
e196f395-5c3f-49ee-b397-0387b43a62b3,c00269d9-110e-4b5d-aff4-8c37f33cff6a,10007,10040,1001883,149309300352438,71726,Raido readability,1,50,10155
6934746a-9607-42d8-bf11-70a5267b40ed,ba2999bb-f6a4-42aa-bec4-716acd9c4db5,10007,11823,10195,149309300368476,49163,AutoEmpathy,,,25585
d6f56810-3d4c-401b-921a-566f653bd66e,afb93a4f-ccba-4417-b536-841417596517,10007,11823,10195,149309300368476,69856,Spelling & Grammar,4,100,10155
4930fa99-6377-4165-8b25-958bd0a070e0,e700f0e9-7e6f-4b6f-80f3-49864b12dc5f,10007,11823,10195,149309300368476,49162,AutoGreeting,1,100,36530
49b7d4f1-ca56-49a8-a9e5-31b3a3bd5b9f,bac3fb07-f55a-4c0a-9b29-ccf187149b7d,10007,11823,10195,149309300352438,49163,AutoEmpathy,1,100,22304
f536a28b-9e83-4791-bcc0-57dc4f122043,42b7e747-f417-40ee-b3e8-60587cbf1ce3,10007,10040,1001870,205030800000772,71556,AutoReadability,2,100,34083
7aae8e58-dab1-430b-bde0-4c4fd7189613,a0589771-aaf2-4595-87cf-7cb3e019047d,10007,10040,10195,149309300368476,71556,AutoReadability,1,50,10155
49b7d4f1-ca56-49a8-a9e5-31b3a3bd5b9f,28869ee7-a00d-44f1-a924-168b2a8ab72f,10007,11823,10195,149309300352438,69856,Spelling & Grammar,4,100,22304
4d9403b8-eda6-4bc4-8f17-6d7ae6919764,6d3c14cd-6a56-4499-a0f5-a46bca84635a,10007,10040,1001883,149309300352438,71726,Raido readability,1,50,22304
4930fa99-6377-4165-8b25-958bd0a070e0,95bd0dc8-175b-4b8b-badb-3a45ee46a229,10007,11823,10195,149309300368476,69856,Spelling & Grammar,4,100,36530
5af4d755-1429-4d30-8d6d-166866570f61,d744c8cb-d12d-4091-acd5-48f551a5f2c4,10007,11823,10195,149309300368476,49162,AutoGreeting,1,100,22304
c1bc0471-5d07-4c93-b512-bb8a4638ddd0,d8c13ae6-fdf8-42db-bd85-396fb2470d65,10007,11823,10195,149309300352438,49162,AutoGreeting,1,100,25585
9d3d4ea2-e7fc-4255-8bab-d66525ca0db3,21f63c66-52bc-4676-ad90-e35ff71bed66,10007,11823,10195,149309300380634,69856,Spelling & Grammar,3,75,10155
747ea3b5-6694-481e-85b7-1bf5d2f93b7d,1ab20176-cf3c-4214-be63-52544ed49593,10007,10040,10195,149309300368476,71556,AutoReadability,0,0,22304
0487565e-fd44-4bd1-ba14-11bdfec90319,95eeee9b-bd48-4277-abec-17c3830420c8,10007,10040,1001883,149309300352438,71556,AutoReadability,1,50,25585
53a06ada-6365-4e31-a5c2-b3285ae691f3,ae03bee8-228b-4315-ba49-736d3a17f1f0,10007,11823,10195,149309300372445,49162,AutoGreeting,,,36530
bbce1a70-3c30-4864-a43c-f0c6ba1e7aae,5ae1e334-3a6a-40cd-85f7-b542ca712dc3,10007,10040,10195,149309300352438,71726,Raido readability,1,50,10155
bbce1a70-3c30-4864-a43c-f0c6ba1e7aae,3ace354e-9769-442d-beb9-84d452604747,10007,10040,10195,149309300352438,71556,AutoReadability,1,50,10155
8957fcc8-1889-4872-91b9-b7738edb34d6,aa6a8bce-e5aa-4c95-88fc-64a07c1362b0,10007,10040,10195,149309300352438,71556,AutoReadability,1,50,22304
d6f56810-3d4c-401b-921a-566f653bd66e,e23e876d-9e47-419b-a3b4-642e14d29dcb,10007,11823,10195,149309300368476,49163,AutoEmpathy,,,10155
7aae8e58-dab1-430b-bde0-4c4fd7189613,48b23e01-3422-4c6e-a1d7-5e3a7f12d557,10007,10040,10195,149309300368476,71726,Raido readability,1,50,10155
4d9403b8-eda6-4bc4-8f17-6d7ae6919764,e50111eb-dc50-4742-adc0-e650344937b7,10007,10040,1001883,149309300352438,71556,AutoReadability,1,50,22304
